app_package,app_name,developer_name,app_category,description,content_rating,num_reviews,price,avg_rating,rank,interactions
com.google.android.apps.docs.editors.docs,Google Docs,Google LLC,Productivity,"Create, edit, and collaborate with others on documents from your Android phone or tablet with the Google Docs app. With Docs you can:

- Create new documents or edit existing files
- Share documents and collaborate in the same document at the same time.
- Work anywhere, anytime - even offline
- Add and respond to comments.
- Never worry about losing your work – everything is saved automatically as you type.
- Search the web and your files in Drive, right from Docs
- Open, edit, and save Word documents and PDFs.

Google Docs is part of Google Workspace: where teams of any size can chat, create, and collaborate.

Google Workspace subscribers have access to additional Google Docs features, including:
- Working in a single document with teammates or people outside your company. See edits as others type, communicate through built-in chat, and leave feedback through comments and suggestions
- Importing your documents to make them instantly editable, including Microsoft® Word and PDF files. Export your work in .docx, .pdf, .odt, .rtf, .txt or .html format
- Unlimited version history. Track changes made to your documents and undo anything you choose.
- Working across devices, with or without Internet

Learn more about Google Workspace: https://workspace.google.com/products/docs/

Follow us for more:
Twitter: https://twitter.com/googleworkspace
Linkedin: https://www.linkedin.com/showcase/googleworkspace
Facebook: https://www.facebook.com/googleworkspace/

Permissions Notice
Contacts: This is used to give suggestions of people to add to files and share with.
Storage: This is used to save and open files on USB or SD storage.",Everyone,"1,662,032",Install,4.2,5,5679
com.google.android.keep,Google Keep - Notes and Lists,Google LLC,Productivity,"Quickly capture what’s on your mind and get a reminder later at the right place or time. Speak a voice memo on the go and have it automatically transcribed. Grab a photo of a poster, receipt or document and easily organize or find it later in search. Google Keep makes it easy to capture a thought or list for yourself, and share it with friends and family.

Capture what’s on your mind
• Add notes, lists and photos to Google Keep. Pressed for time? Record a voice memo and Keep will transcribe it so you can find it later.
Share ideas with friends and family
• Easily plan that surprise party by sharing your Keep notes with others and collaborating on them in real time.
Find what you need, fast
• Color and add labels to code notes to quickly organize and get on with your life. If you need to find something you saved, a simple search will turn it up.
Always within reach
• Keep works on your phone, tablet, computer and Android wearables. Everything you add syncs across all of your devices so your thoughts are always with you.
The right note at the right time
• Need to remember to pick up some groceries? Set a location-based reminder to pull up your grocery list right when you get to the store.
Available everywhere
• Try Google Keep on the web at http://keep.google.com and find it in the Chrome Web Store at http://g.co/keepinchrome.

Permissions Notice
Camera: This is used to attach images to notes in Keep.
Contacts: This is used to share notes to contacts.
Microphone: This is used to attach audio to notes.
Location: This is used to set and fire location-based reminders.
Storage: This is used to add attachments from storage to their notes.",Everyone,"1,342,363",Install,4.2,6,5610
com.microsoft.office.powerpoint,Microsoft PowerPoint,Microsoft Corporation,Productivity,"Microsoft PowerPoint presents you with a presentation and slides app that you can carry with you wherever you go. Make a slideshow and leverage templated PowerPoint slideshows in quarterly reports, yearly reports and any other reports.

The PowerPoint app gives you access to the familiar slideshow tool you know and love. Create, edit, view, present or share presentations quickly and easily from anywhere. Present a slideshow free of errors with confidence, with Presenter Coach.

Access recently used PowerPoint files quickly while on the go. PowerPoint provides a quick view of your recent files for easy access on any device. Syncing is seamless across devices, so you no longer have to worry about multiple file versions when you work on PowerPoint mobile.

Give presentations with training from Presenter Coach, a new AI tool designed to help with public speaking. Practice presentations on your own, in private with the Presenter Coach. Presenter Coach helps you practice presentations with real-time suggestions to help you adjust your pacing, avoid “umms” and speak confidently.

Create a custom slideshow with powerful and customizable presentations that make you stand out. Create and present with confidence from anywhere. Make an impactful presentation easily. PowerPoint gives you the ability to edit your ppt or pptx files and customize it on the go, collaborating with others in real time.

Present with Confidence
• Edit and present slideshows using PowerPoint mobile
• Present a slideshow free of errors with the help of Presenter Coach
• This presentation maker gives you the option to create presentations from scratch or work on pre-existing slides
• Practice slideshow presentations for your yearly reports with the Presenter Coach to master public speaking
• Present your point clearly & with confidence using presentation view on any device

Make a Lasting Impression
• Make a slideshow using templates or create your own custom slides; an expertly crafted presentation is always a winner
• Quarterly reports are made easy with PowerPoint templates
• Become a skilled presentation maker & take advantage of the slides app with highly customizable tools

Work with Others Easily
• PowerPoint makes it easy for you to collaborate with others
• Make a slideshow and share with your team to get feedback and edits
• Invite others to edit, view, or provide feedback on your slides with 1-click sharing
• Easily manage permissions and see who’s working in your presentation & on which slides
• Stay on top of changes & feedback from others with integrated comments within the slides
• Compare changes to see how your presentation has evolved over time

REQUIREMENTS
1 GB RAM or above

To create or edit documents, sign in with a free Microsoft account on devices with a screen size of 10.1 inches or smaller.

Unlock the full Microsoft experience with a qualifying Microsoft 365 subscription for your phone, tablet, PC, and Mac.

Microsoft 365 subscriptions purchased from the app will be charged to your Play Store account and will automatically renew within 24 hours prior to the end of the current subscription period, unless auto-renewal is disabled beforehand. You can manage your subscriptions in your Play Store account settings. A subscription cannot be cancelled during the active subscription period.

This app is provided by either Microsoft or a third-party app publisher and is subject to a separate privacy statement and terms and conditions. Data provided through the use of this store and this app may be accessible to Microsoft or the third-party app publisher, as applicable, and transferred to, stored, and processed in the United States or any other country where Microsoft or the app publisher and their affiliates or service providers maintain facilities.

Please refer to Microsoft’s EULA for Terms of Service for Microsoft 365 on Android. By installing the app, you agree to these terms and conditions: http://aka.ms/eula",Everyone,"1,997,505",Install,4.3,7,5477
com.socialnmobile.dictapps.notepad.color.note,ColorNote Notepad Notes,Notes,Productivity,"ColorNote® is a simple and awesome notepad app. It gives you a quick and simple notepad editing experience when you write notes, memos, e-mails, messages, shopping lists and to-do lists. Taking notes with ColorNote® Notepad is easier than any other notepad or memo pad app.

* Notice *
- If you cannot find the widget, then please read the FAQ below.
- When you're finished using the notepad, an automatic save command preserves your individual note.

* Product Description *
ColorNote® features two basic note taking formats, a lined-paper styled text option, and a checklist option. Add as many as you want to your master list, which appears on the app's home screen each time the program opens. This list may be viewed in traditional ascending order, in grid format, or by note color.

- Taking a Note -
Serving as a simple word processing program, the text option allows for as many characters as you're willing to type. Once saved, you can edit, share, set a reminder, or check off or delete the note through your device's menu button. When checking off a text note, the app places a slash through the list's title, and this will be displayed on the main menu.

- Making To-do List or Shopping List -
In the checklist mode, you can add as many items as you'd like and arrange their order with drag buttons activated in the edit mode. After the list is finished and saved, you may check or uncheck each line on your list with a quick tap, which will toggle a line slash. If all items have been checked, then the list's title is slashed as well.


* Features *
- Organize notes by color (color notebook)
- Sticky note memo widget (Put your notes on your home screen)
- Checklist notes for To do list & Shopping list. (Quick and simple list maker)
- Checklist notes to get things done (GTD)
- Organize your schedule by note in calendar
- Write a diary and journal in calendar
- Password Lock note : Protect your notes with passcode
- Secured backup notes to SD storage
- Supports online back up and sync. You can sync notes between phone and tablet.
- Reminder notes on status bar
- List/Grid View
- Search notes
- Notepad supports ColorDict Add-on
- Powerful task reminder : Time Alarm, All day, Repetition.(lunar calendar)
- Quick memo / notes
- Wiki note link : [[Title]]
- Share notes via SMS, e-mail or Twitter

* Online backup and sync cloud service *
- Notes will be encrypted before uploading notes by using the AES standard, which is the same encryption standard used by banks to secure customer data.
- It does not send any of your notes to the server without you signing in.
- Sign-in with Google or Facebook.

* Permissions *
- Internet Access: For online backup & sync notes
- Storage : For backup notes to the storage of the device
- Prevent phone from sleeping, control vibrator, automatically start at boot: For reminder notes

* FAQ *
Q: How do you put a sticky note widget on the home screen?
A: Go to the home screen and hold down your finger on an empty space and choose widget, Color Note will then be desplayed so you can stick on the page.

Q: Why don't the widget, the alarm and notes remider functions work?
A: If the app is installed on the SD card, your widget, reminder, etc. will not work properly because Android doesn't support these features when installed on an SD card! If you have already moved the app to an SD card, but want those features, then you have to move the app back on the device and reboot your phone.

Settings - Applications - Manage Applications - Color Note - Move to Device

Q: Where are backed up notes data on the SD card?
A: '/data/colornote' or '/Android/data/com.socialnmobile.dictapps.notepad.color.note/files' on SD card

Q: I forgot my master password. How can I change it?
A: Menu → Settings → Master Password → Menu Button → Clear Password. You will lose your current locked notes when you clear the password!

Q: How can I create todo list note?
A: New - Select checklist note - Put items - Save. Tap an item to strikethrough.",Everyone,"3,412,930",Install,4.9,8,5425
com.lastpass.lpandroid,LastPass Password Manager,"GoTo Group, Inc.",Productivity,"LastPass is a password manager and password generator that locks your passwords and personal information in a secure vault. From your LastPass vault, you can store passwords and logins, create online shopping profiles, generate strong passwords, track personal information in notes, and more. All you have to do is remember your LastPass master password, and LastPass will autofill web browser and app logins for you.

Stop getting locked out of your online accounts or struggling with frustrating password resets. Let LastPass remember your passwords for you, and keep you safe online.

NEW TO LASTPASS?

Download LastPass now and get the protection you need for your online information. You can use LastPass on one device type (Computer or Mobile) for free. Unlimited device type access is available with LastPass Premium or Families.

- Store usernames and passwords for all of your online accounts securely in your LastPass encrypted vault.

- For Android Oreo and future OS releases, LastPass will automatically save usernames and passwords to the vault as you visit each site and app.

- Passwords will automatically fill in for you as you visit sites and apps, so you never need to remember them again. Only remember your LastPass master password and forget the rest.

- With automatic device sync, anything you save on one device is instantly available on other devices.

- Securely store information like credit card numbers and health insurance cards in the encrypted vault.

- Log in with your fingerprint for simple, secure access to everything in LastPass.

- Safely and conveniently share passwords with others, such as the cable login or WiFi password.

- Create secure passwords in one click with the built-in password generator.

- Multi-factor authentication secures your password vault to add a second layer of protection on your account.

LastPass never has the key to your encrypted data, so your information is available to you, and only you. Your vault is encrypted with bank-level, AES 256-bit encryption.

Get more with LastPass Premium:
- Unlimited device type access
- Unlimited sharing of passwords, items and notes
- 1GB encrypted file storage
- Premium multi-factor authentication like YubiKey
- Personal support
- Desktop fingerprint authentication

Download LastPass today for simple, secure access to your passwords!",Everyone,"214,559",Install,3.4,9,5424
com.google.android.apps.tasks,Google Tasks,Google LLC,Productivity,"Get more done with the Google Tasks mobile app. Manage, capture, and edit your tasks from anywhere, at anytime, with to-dos that sync across all your devices. Integrations with Gmail and Google Calendar help you get tasks done—faster.

Quickly capture tasks anywhere
• Create task lists with your most important to-dos
• View, edit, and manage tasks on the go, from any device
• Manage tasks created in Gmail or Calendar on the web from your mobile device

Add details and create subtasks
• Break down your tasks to subtasks
• Add details about the work you need to focus on
• Edit details about any task as your work progresses

View tasks created from emails
• Create a task directly from an email in Gmail
• View your tasks in the side panel of Gmail
• Trace a task back to its source email

Stay on track with due dates and notifications
• Set a due date for every task to help you achieve your goals
• Organize your tasks by date or prioritize using drag-and-drop
• Receive due date notification reminders to keep your tasks on track

Part of G Suite
• Bring Google's suite of powerful, intelligent apps to your business
• Leverage Google’s AI to bring data insights and analysis to every employee
• Connect with your team seamlessly using one suite: Gmail, Tasks, Calendar & more

Take control of your task management and install the Google Tasks mobile app. Start easily managing your to-do list on the go with the Tasks planner app from Google.",Everyone,"223,994",Install,4.6,10,5349
com.zzkko,SHEIN-Fashion Shopping Online,Shein Group Ltd,Shopping,"Now introducing the SHEIN mobile app! Everything you love about our site, now at your fingertips. SHEIN is a fun, ultra-affordable online shopping platform featuring styles for women, men, kids, curve, plus over 20,000+ styles including dresses, tops, swimwear, shoes and accessories. Think of us as your one-stop destination for everything trendy! We'll keep you in the loop with push notifications, you can engage with other SHEIN lovers in real time and browse over 1000+ daily new arrivals, plus styling tips, livestreams, reviews and more to inspire you!

Perks:
- Get an extra 10% off on your first order
- Free shipping on orders over $49 & free returns
- Fun, easy shopping that's 100% secure
- Browse by New Arrivals, Trends, Category, Best Sellers and more
- Daily Flash Sales: Score up to 80% off countless styles
- Get first access to sale alerts and promotional discounts
- Now accepting PayPal and major Credit Cards
- Style now, pay later! Choose Afterpay to pay in 4 interest-free payments.
- 24/7 Customer Service and Live Chat available


Contact us:
URL: us.shein.com
Facebook: www.facebook.com/sheinus/
Instagram: www.instagram.com/shein_us/
Email: dispute@shein.com",Teen,"3,179,493",Install,4.8,1,7415
com.offerup,OfferUp: Buy. Sell. Letgo.,OfferUp Inc.,Shopping,"Buy. Sell. Letgo. - OfferUp and Letgo are now one big mobile marketplace.

Buy, sell and shop deals on thousands of unique items nearby! So whether you want to make some extra money by selling your used furniture or want to do some clothes shopping the choice is yours with OfferUp.

OfferUp makes it easy to find great deals on the things you want and make money on the things you want to sell. Ditch the Classified Ads and garage sales -- this is the best way to buy and sell in your community or neighborhood with a mobile marketplace you can trust.

Cars, clothes, shoes, vintage fashion, and more! Here’s how shopping and selling with OfferUp works:

• Buy or sell anything; easily offer up your items for sale in 30 seconds.
• Find great deals and discounts on clothes, shoes, furniture, vintage fashion, cell phones, electronics, baby & kids items, sports equipment, used cars, home goods and more.
• Use reputation features like ratings and profiles to see who you’re dealing with and build trust.
• Shop local items for sale with thousands of new postings daily.
• Message buyers and sellers securely from within the app.
• Build your reputation with your unique seller profile page.
• Browse and shop items by image and sort by category or location.
• Join millions of people using OfferUp across the country.
• Skip the garage sale! OfferUp is the simplest way to buy and sell locally.

Fun facts about shopping and selling with OfferUp:

1. With OfferUp you can easily sell anything like clothes and shoes, used cars, electronics, vintage fashion, and furniture.
2. OfferUp shows you what’s selling nearby in your local community.
3. Communication between buyers & sellers happens through the app via secure messaging.
4. OfferUp is better than a garage sale; you can do your shopping right on your phone or tablet.

Be part of the community:

We’re making local shopping and selling an experience that everyone can try and trust. The community at the heart of our marketplace is what makes that possible. When you join OfferUp, you’re joining millions of people helping each other make money and save money around the nation -- and right in the neighborhood.

From shoes to cars, vintage fashion to furniture - unearth unique items that you can’t find anywhere else with OfferUp. Download OfferUp today and enjoy the mobile marketplace with plenty of hidden gems just waiting to be discovered.

The two leading mobile marketplaces in the U.S., OfferUp and Letgo, are joining forces to create a new powerhouse. OfferUp acquired Letgo on July 1, 2020.",Everyone,"1,037,443",Install,4.2,2,7113
com.mercariapp.mercari,Mercari: Your Marketplace,"Mercari, Inc",Shopping,"Mercari is your marketplace.
It’s the perfect place to go to declutter or find your new look. Letting go has never felt so good – it’s almost as good as finding your new favorite thing. And we’re here to help.

Our team is always trying to find new ways to make exchanging items even easier. This means at-home pickups, same-day delivery, and a curated list of items you’ll love.

SELLING ON MERCARI:
It’s all from home.
- Item sold? Contact your carrier for a home pickup.
- Check out Mercari Local in select cities. The day your item is sold, a driver will pick it up and deliver it to the buyer.

Listing is easy.
- Take a few photos, add a description, and tap “list.”
- Listing an item will always be free. We only charge fees when your sale is complete.
- Once your ID is verified, you can get paid in minutes with Instant Pay.

There are no meetups.
- With Mercari, all items ship. You can sell almost anything from the comfort of home.
- When you ship with a Mercari label, we’ll email you a printable shipping label when your item sells. Just print it out and drop off your package, or schedule a pickup.

SHOPPING ON MERCARI:
Shop from thousands of popular brands: Nike, Apple, Nintendo, Rae Dunn, Funko, and many more. We also have deals on quirky collectibles and authenticated luxury, all sold by real people like you.

When you’ve found that perfect thing, we ask the seller to ship within 3 business days.

Say goodbye to your old go-tos, and hello to the new you.
We’d love to hear from you.

DM us on our Instagram @mercari or tweet @mercari_app.

Mercari is available in the US for anyone 18+.",Everyone,"343,474",Install,4.6,3,7084
com.dhgate.buyermob,DHgate-online wholesale stores,dhgate.com,Shopping,"The DHgate shopping app allows free access to the DHgate wholesale marketplace on the go – connecting you directly to wholesale sellers and getting you cheap prices.

The DHgate app provides one-stop solution for your online purchasing, from international logistics and payment, to internet finance and customer services. DHgate app features over a million Chinese wholesalers, 40 million products for sale and has amassed 10 million buyers from 230 countries and regions.

We provide cost effective all-in-one solution for your business. We enable anyone to buy and sell products in wholesale price globally by providing secure payment services, logistics solutions, escrow protection services, and internet financing.

With a variety of over 20 million products in categories ranging from electronics to wedding dresses and from cosmetics to furniture – you’ll never miss what you’re looking for. Simply tell the app whether you’re buying for wholesale or personal use, choose your favorite categories and receive personalized discounts and recommendations.

DHgate Shopping APP Features:
• Secure, organized and reliable mobile platform.
• Shop directly from sellers and enjoy lower-than-retail prices.
• Check daily deals to find new discount products every day.
• Make purchases individually or in bulk (for additional discounts).
• Filter and customize to find the perfect product.
• Get smart product recommendations based on preferences and browsing history.
• Read customer reviews for insight on any product.
• Pay using innovative and easy payment options.
• Ship using worldwide delivery on most products.
• Scan QR codes to jump straight to a product’s page.
• Shop at the $1.99 store for the best discounts.
• Join the VIP club to receive exclusive benefits including 24/7 customer support and more.
• Redeem seasonal promotions for coupons on all your favorite seasonal items.

Whether you’re an entrepreneur making a bottom line or just a savvy consumer looking for the best deals, the DHgate app offers the value you need at the prices you want.

Quick Facts for DHgate Shopping APP
• Approximately 1.2 million sellers globally
• 10 million enterprise and individual buyers from over 230 countries and regions
• 33 million wholesale and retail product listingsA transaction every 3 seconds
• Multilingual Sales: English, French, German, Italian, Portuguese, Russian, Spanish


Download DHgate app and discover the best prices on clothes, electronics, shoes and more!""",Teen,"442,152",Install,4.3,4,7066
com.shopee.ph,Shopee PH: Shop on 3.3 - 3.15,Shopee,Shopping,"Prepare your carts for 3.3 - 3.15 Consumer Day on Shopee Philippines from March 3 - 15, 2022! Enjoy 3.3 - 3.15 promos including free shipping with no minimum spend, ₱1 deals, and 10% off daily

Shopee is the leading online shopping platform in Southeast Asia and Taiwan that offers convenient and seamless shopping to users that are looking to shop anytime and anywhere. With strong payment and logistical support, Shopee provides all users with an easy, secure, and fast online shopping experience.

SHOP ANYTIME, ANYWHERE
• Browse and shop with ease from our comprehensive range of categories, including health & beauty, electronics, fashion, home & living, babies & kids' toys, and more
• Get quality products from official brands on Shopee Mall
• Explore Daily Discover section for tailored product offerings
• Enjoy great savings from our daily Flash Sales
• Earn Shopee Coins to enjoy more savings

SAFE ONLINE ENVIRONMENT
• Make informed purchases – Scan through seller's ratings and reviews
• Risk-free payment - Shopee Guarantee only releases payment upon confirming receipt of order
• Strong logistics support - Track your orders from payment to delivery via up-to-date shipping information

SEAMLESS CHECKOUT & SECURE PAYMENT METHODS
• Use the ShopeePay in-app wallet for exclusive vouchers
• Experience quick and convenient purchase process with our intuitive interface
• Transact with your preferred method - pay with bank transfer or credit card

[Per Game Version]
GET A CHANCE TO WIN COINS, VOUCHERS, AND MORE PRIZES
• Shopee Farm - Plant and harvest seeds to win free gadgets, coins, vouchers, and more!
• Shopee Candy - Switch and match candies for a chance to win the latest gadgets, shopee coins, and rewards via ShopeePay!
• Shopee Bubble - Pop bubbles daily for the chance to win gadgets exciting gadgets! Don't miss out on special events and sales to collect points faster!
• Shopee Claw - Grab props to win coins, vouchers ,and more exciting prizes!
• Shopee Shake - Get a chance to win Shopee Coins and exciting prizes!
• Shopee Pets - Raise your pet for a chance to win coins, vouchers, and exciting prizes!
• Pera Panalo - Play Pera Panalo daily and win free money via ShopeePay, coins, and raffle tickets!

[Overall Games Version]
GET A CHANCE TO WIN COINS, VOUCHERS, AND MORE PRIZES
• Participate in the different games and special events to win exciting prizes daily on Shopee Philippines!

APP HIGHLIGHTS
• Search by category and brand
• App-exclusive offers and daily deals notifications
• Personalised product recommendations
• Customer rating and reviews
• Shopee Coins with every purchase
• Order tracking
• 100% protection with Shopee Guarantee
• Many more to come

-------------------
Give us a shout-out - we'd love to hear from you!
Visit our WEBSITE: www.shopee.ph
Like us on FACEBOOK: facebook.com/ShopeePH
Follow us on INSTAGRAM : @shopee_ph",Everyone,"2,386,998",Install,4.4,5,6817
com.shopee.my,Shopee MY: 3.15 Consumer Day,Shopee,Shopping,"Get ready for our 1st Mega Sale of the year during the Shopee 3.15 Consumer Day Sale! Enjoy no shipping fee with no min. spend and all-day 95% OFF deals. Don't forget to participate in Shopee Games like Spin & Win for a chance to win the 1st biggest giveaway of the year: a brand new Nissan Almera! That's not all - other deals not to be missed out on include 12pm-2pm Free Shipping Hours, 4pm-8pm Jom Lokal Bersama, 8pm-12am Coins Cashback Hours, Daily Brands Spotlight, and so much more! Keep an eye out for special ShopeePay deals like 1 Sen Shopee Pay Vouchers and ShopeeFood Free Delivery Vouchers that you can only use when you pay with your e-wallet. So mark your calendars and celebrate the 1st Mega Sale of the year with Shopee's 3.15 Consumer Day Sale!

Shopee is the leading online shopping platform in Southeast Asia and Taiwan that offers convenient and seamless shopping to users that are looking to shop anytime, anywhere. With strong payment and logistical support, Shopee is an e-commerce platform and online shopping app that provides all users with an easy, secure and fast online shopping experience.

SHOP ANYTIME, ANYWHERE

• Browse and shop with ease from our comprehensive range of categories, including health & beauty, electronics, fashion, home & living, baby & toys and more
• Shop online for quality product deals from official brands on Shopee Mall
• Enjoy great savings from our daily Shocking Sale
• Enjoy Free Shipping from more than 30,000 selected stores (up to 5KG for West Malaysia and up to 1KG for East Malaysia)
• Explore Daily Discover section for tailored product offerings
• Earn Shopee Coins on purchases and daily check-in to enjoy more savings

SAFE ONLINE ENVIRONMENT

• Make informed purchases – Scan through seller's ratings and reviews
• Risk-free payment - Shopee Guarantee only releases payment upon confirming receipt of order
• Strong logistics support - Track your orders from payment to delivery via up-to-date shipping information

SEAMLESS CHECKOUT & SECURE PAYMENT METHODS

• Experience quick and convenient purchase process with our intuitive interface
• Transact with your preferred method - pay with bank transfer or credit card

APP HIGHLIGHTS

• Search by category, brand and location
• App-exclusive offers and daily deals notifications
• Personalised product recommendations
• Customer rating and reviews
• Earn Shopee Coins with purchase and daily check-in
• Order tracking
• 100% protection with Shopee Guarantee
• Many more to come

-------------------
Give us a shout-out - we'd love to hear from you!
Visit our WEBSITE: www.shopee.com.my
Like us on FACEBOOK: facebook.com/ShopeeMY
Follow us on INSTAGRAM : @shopee_my",Everyone,"1,734,523",Install,4.3,6,6736
com.ebay.mobile,eBay: The shopping marketplace,eBay Mobile,Shopping,"Buy and sell the brands you love, from seasonal fashion to luxury handbags, rare sneakers, top tech, vintage watches, and the latest toys. Shop your favorite brands including Nike, adidas, Gucci, Playstation, Nintendo, Apple, and more.

New to eBay marketplace? Sign up now to discover the joys of buying and selling with eBay.


• Discover online shopping deals and receive sales alerts.
• Track your online shopping orders in real time.
• Quickly and safely speed through checkout.
• Make money by listing on the marketplace in minutes.


• We have deals and sales in top categories: tech, toys, fashion, watches, sneakers and more.
• Shop the brands you love for less: Nike, adidas, Gucci, Playstation, Nintendo, Apple, and more.


Our professional authentication gives you peace of mind from start to finish. Across watches, sneakers, and handbags, you can safely buy and sell with our Authenticity Guarantee — at no cost to you:
• Sneakers: Pick up authentic pairs from Nike, adidas, and more.
• Watches: Find vintage, rare, and new designs from Rolex, OMEGA, Breitling, and more.
• Handbags: Shop a variety of colors and styles across Louis Vuitton, Gucci, Prada, Yves Saint Laurent, and more.


• Browse and buy phones, laptops, portable audio, game consoles, surveillance tools, and more.
• Shop smart and get phenomenal sales on premium brands including iRobot, KitchenAid, Bose, Samsung, and more, backed by a two-year warranty.
• All items are inspected and approved by the manufacturer to operate like-new PLUS all items include eBay’s Money Back Guarantee and hassle-free 30 day returns.


Get the item you ordered or your money back — it’s that simple. Our eBay Money Back Guarantee applies to virtually everything on our site, and there's no extra fee for coverage. It's automatic and covers your purchase price plus original shipping on eligible purchases.


Discover a range of useful features on eBay's app where you can find exactly what you want, at a price you'll love:
• Seamless payments: Buy with Google Pay, PayPal, PayPal Credit, credit card, and debit card for a quick and easy checkout.
• Dark Mode: Enhance your experience with our award-winning Dark Mode feature. Simply go to My eBay > Settings > Appearance > Dark Mode to turn on or off.
• Barcode Scanner: Scan the item to instantly find what you're looking for.
• Image search: Snap a photo with your phone or upload an image — we'll find it for you!


List items speedily with smart features that help you make money:
• Barcode Scanner: Scan the barcode of the item you want to sell and instantly get the details (description, shipping, etc.) for your listing.
• Image Clean-up: Snap a picture (or use one you already have) and use the background-remover to make your listing stand out.
• Up and Running: eBay proudly supports small businesses — join a community of sellers and access powerful selling tools and insights.

So, whether you’re scoring a deal, or making some money for the new year — download now to enjoy the best buying and selling experience with the eBay app. From tech and toys, to fashion, sneakers and home, we have you covered.


Thanks to all our loyal fans for your support and suggestions! Your feedback is important to us. Please contact us with any questions by tweeting @askebay or join the discussion at www.ebay.com/android.",Teen,"4,170,153",Install,4.7,7,6326
com.ibotta.android,Ibotta: Save & Earn Cash Back,Ibotta,Shopping,"With Ibotta, you can earn real cash back every time you shop online or in-store. Simply check Ibotta before you shop in-store or online, travel, dine out, or make a purchase in your favorite apps, and you can get rewarded with cash back. Ibotta works with leading brands and retailers, including Best Buy, Lowe’s, Safeway, eBay, and so many more, to help you save money without the hassle of traditional coupons, or promo codes.

Ibotta has credited $1 billion to savers! Join millions of users that are saving and earning cash back on every purchase. Be a part of the next billion dollars!

HOW IBOTTA WORKS:
1. Add cash back offers – Before you go shopping, find and add offers in the app for things you
want to buy.
2. Go shopping – Shop at your favorite stores, retailers, restaurants, bars, and apps
3. Redeem offers – Upload your receipt or link your loyalty card for instant cash back.
4. Get cash back – Watch your savings grow! When you’re ready, Withdraw your cash earnings via PayPal or your choice of a variety of gift cards.

Ibotta is the easiest way to save money every time you shop.

EARN CASH EASILY
- Earn cash back rewards simply by uploading a photo of your receipt
- Get your money quickly and easily

SAVE ON GROCERIES, TRAVEL, RETAIL, RESTAURANTS & MORE
- Ibotta helps you earn cash back on purchases at more than 500,000 locations (and counting)
- Our partners include: Walmart, Uber, Lowe’s, Kohl’s, Kroger, CVS, Rite Aid, Groupon, eBay, Boxed, Best Buy, Bed Bath & Beyond, Drizly, Hotels.com, AMC, eBags, Thrive Market, Safeway, Walgreens, Costco, World Market, Petco, Whole Foods, Trader Joe’s, and many more.

IBOTTA WORKS WITH YOUR FAVORITE APPS
- Start with Ibotta to easily earn cash back when you make purchases on your favorite mobile apps like Uber, Jet.com, Groupon, Boxed, and eBay.

EARN EVEN MORE CASH WITH BONUSES
- Earn extra cash when you refer friends with your referral code!
- Earn even more with extra cash bonuses on specific products or when you hit shopping milestones.
- Ditch the promo codes and old paper coupons and shop with Ibotta to earn real cash back.
- Download the Ibotta app now to start earning cash back on every purchase, and watch your savings grow!

LOVE IBOTTA?
Your feedback is what keeps us going! Please take a moment to rate our app.
Note: Ibotta may use your location to help find stores. Continued use of your phone’s GPS running in the background can dramatically decrease battery life.",Everyone,"586,746",Install,4.5,8,6198
